ID_Estudiante,Universidad,Score_Critico,Score_Tecnico,Score_Participativo,Score_AMI_Global,Nivel_Critico,Nivel_Tecnico,Nivel_Participativo,Nivel_AMI_Global,Riesgo_Total,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,Score_Riesgo_Academico,Score_Riesgo_LMS,Riesgo_Acad_Perceptual,Riesgo_Documental
STU_0402,UNI,2.7,2.5,2.6,2.6,Bajo,Bajo,Bajo,Bajo,1,3,3,3,2,3,2,2,3,3,3,3,2,3,1,2,3,2,3,2,4,2,2,2,4,4,3,2,2,1,4,3.75,3.875,4.0,3.875
STU_0403,UNI,4.1,3.7,4.1,3.9666666666666663,Alto,Alto,Alto,Alto,0,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,5,2,5,4,4,4,5,1.0,1.0,1.0,1.0
STU_0404,UNI,3.3,2.9,3.1,3.0999999999999996,Bajo,Bajo,Bajo,Bajo,0,4,3,4,3,3,3,3,3,3,4,3,3,3,2,3,3,3,3,3,3,3,3,3,5,2,4,3,2,2,4,2.375,2.625,2.75,2.625
STU_0405,UNI,2.9,2.8,2.8,2.8333333333333335,Bajo,Bajo,Bajo,Bajo,1,3,3,3,3,3,2,3,3,3,3,3,3,2,1,3,3,3,3,3,4,2,3,3,4,4,3,2,2,1,4,3.875,4.0,4.25,4.0
STU_0406,UNI,4.1,3.6,4.1,3.933333333333333,Alto,Medio,Alto,Alto,0,4,4,4,4,4,5,4,4,4,4,4,4,4,3,4,4,4,4,4,1,4,4,5,5,1,5,4,4,4,5,1.0,1.0,1.0,1.0
STU_0407,UNI,4.0,3.4,3.4,3.6,Alto,Medio,Medio,Medio,0,4,4,4,4,4,4,4,4,4,4,4,3,4,2,4,4,4,4,4,1,3,3,4,5,2,4,3,3,3,4,1.375,1.125,1.75,1.125
STU_0408,UNI,3.8,3.3,3.0,3.3666666666666667,Medio,Bajo,Bajo,Bajo,0,4,4,4,3,4,4,3,4,4,4,4,3,4,2,3,4,3,4,4,2,2,3,3,5,4,4,2,2,1,4,1.75,2.0,2.0,2.0
STU_0409,UNI,3.0,2.8,2.8,2.8666666666666667,Bajo,Bajo,Bajo,Bajo,0,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,4,2,3,2,2,2,4,2.625,3.5,3.25,3.5
STU_0410,UNI,4.0,3.6,4.6,4.066666666666666,Alto,Medio,Alto,Alto,1,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,2,5,5,5,5,1,5,5,5,5,5,1.5,1.0,1.0,1.0
STU_0411,UNI,3.2,2.9,2.9,3.0,Bajo,Bajo,Bajo,Bajo,0,3,4,3,3,3,3,3,3,4,3,3,3,3,2,3,3,3,3,3,3,3,3,3,4,3,3,2,2,2,4,2.75,2.75,3.5,2.75
STU_0412,UNI,2.7,2.6,2.6,2.6333333333333333,Bajo,Bajo,Bajo,Bajo,1,3,3,3,2,3,2,2,3,3,3,3,2,3,1,3,3,2,3,2,4,2,2,2,4,4,3,2,2,1,4,3.25,3.875,4.0,3.875
STU_0413,UNI,4.1,3.6,4.1,3.933333333333333,Alto,Medio,Alto,Alto,0,4,4,4,4,4,5,4,4,4,4,4,4,4,3,4,4,4,4,4,1,4,4,5,5,1,5,4,4,4,5,1.125,1.25,1.25,1.25
STU_0414,UNI,2.9,2.8,2.8,2.8333333333333335,Bajo,Bajo,Bajo,Bajo,1,3,3,3,3,3,2,3,3,3,3,3,3,2,1,3,3,3,3,3,4,2,3,3,4,4,3,2,2,1,4,3.875,4.0,4.25,4.0
STU_0415,UNI,4.1,3.6,4.6,4.1,Alto,Medio,Alto,Alto,0,4,4,4,4,4,5,4,4,4,4,4,4,4,3,4,4,4,4,4,1,5,5,5,5,1,5,5,5,5,5,1.0,1.25,1.0,1.25
STU_0416,UNI,4.0,3.5,3.2,3.5666666666666664,Alto,Medio,Bajo,Medio,0,4,4,4,4,4,4,4,4,4,4,4,3,4,2,4,4,4,4,4,2,2,3,4,5,4,4,2,2,2,4,1.375,1.875,1.75,1.875
STU_0417,UNI,3.7,3.5,4.2,3.8000000000000003,Medio,Medio,Alto,Alto,0,4,4,3,3,4,4,3,4,4,4,4,4,4,2,4,4,3,4,4,2,5,4,4,5,2,5,4,4,4,5,2.125,2.0,2.25,2.0
STU_0418,UNI,3.2,3.0,3.0,3.0666666666666664,Bajo,Bajo,Bajo,Bajo,0,3,4,3,3,3,3,3,3,4,3,3,3,3,2,3,4,3,3,3,3,3,3,3,5,3,4,2,2,1,4,2.5,2.75,3.0,2.75
STU_0419,UNI,4.1,3.6,3.5,3.733333333333333,Alto,Medio,Medio,Medio,0,4,4,4,4,4,5,4,4,4,4,4,4,4,3,4,4,4,4,4,1,2,4,5,5,2,5,2,2,3,5,1.0,1.125,1.0,1.125
STU_0420,UNMSM,3.5,3.3,3.6,3.466666666666667,Bajo,Bajo,Medio,Medio,1,4,3,4,4,4,3,4,3,3,3,3,3,3,3,4,3,4,3,4,3,2,3,3,3,4,4,4,4,5,4,3.0,2.5,3.0,2.5
STU_0421,UNMSM,1.9,2.0,2.6,2.1666666666666665,Bajo,Bajo,Bajo,Bajo,0,1,2,2,2,1,5,2,2,1,1,2,2,1,2,2,3,3,1,3,1,2,3,3,3,2,3,2,2,3,3,2.125,2.125,2.75,2.125
STU_0422,UNMSM,3.8,3.7,3.4,3.6333333333333333,Medio,Alto,Medio,Medio,0,4,3,4,4,4,5,4,3,4,3,3,3,4,4,4,4,4,4,4,3,3,3,4,3,2,3,4,3,5,4,1.0,2.5,1.0,2.5
STU_0423,UNMSM,3.4,3.1,2.6,3.033333333333333,Bajo,Bajo,Bajo,Bajo,1,3,4,4,3,3,3,3,3,4,4,2,3,3,4,3,4,3,3,4,2,1,2,2,3,3,3,4,5,1,2,3.25,4.125,5.0,4.125
STU_0424,UNMSM,3.4,3.6,3.8,3.6,Bajo,Medio,Medio,Medio,0,4,3,4,3,3,2,4,4,3,4,3,4,4,4,4,4,3,3,3,4,4,4,4,3,4,4,4,4,4,3,1.0,1.0,1.0,1.0
STU_0425,UNMSM,3.8,4.0,4.5,4.1000000000000005,Medio,Alto,Alto,Alto,0,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,5,5,4,4,5,4,1.625,2.0,1.75,2.0
STU_0426,UNMSM,3.8,3.8,3.6,3.733333333333333,Medio,Alto,Medio,Medio,0,4,4,4,4,4,2,4,4,4,4,4,4,4,3,4,4,4,4,4,3,2,5,5,5,2,4,3,4,2,4,1.625,1.5,2.25,1.5
STU_0427,UNMSM,3.5,3.6,3.9,3.6666666666666665,Bajo,Medio,Alto,Medio,1,3,4,4,3,4,3,4,3,4,3,4,3,3,4,4,4,3,4,4,3,4,3,3,5,5,3,3,5,5,3,2.5,4.0,4.0,4.0
STU_0428,UNMSM,4.0,3.4,3.1,3.5,Alto,Medio,Bajo,Medio,0,4,4,4,4,3,5,4,4,4,4,3,3,3,4,4,3,4,4,4,2,2,5,3,4,3,4,5,2,2,1,1.375,2.375,1.25,2.375
STU_0429,UNMSM,3.7,3.6,3.2,3.5,Medio,Medio,Bajo,Medio,1,4,4,4,4,4,3,3,4,3,4,4,4,4,4,3,4,3,3,3,4,2,2,3,4,4,3,3,4,4,3,3.25,3.0,3.0,3.0
STU_0430,UNMSM,3.5,3.3,3.4,3.4,Bajo,Bajo,Medio,Medio,0,3,4,4,4,3,4,2,3,4,4,4,3,3,3,3,4,3,3,3,4,3,3,3,3,3,4,4,5,2,4,1.875,3.375,2.25,3.375
STU_0431,UNMSM,3.6,3.3,3.9,3.6,Medio,Bajo,Alto,Medio,1,4,4,4,3,4,4,2,3,4,4,3,3,4,2,4,3,4,4,4,2,4,4,5,5,5,5,2,2,3,4,2.625,1.875,2.75,1.875
STU_0432,UNMSM,3.7,3.6,3.6,3.6333333333333333,Medio,Medio,Medio,Medio,0,3,4,4,4,4,3,4,3,4,4,3,4,3,3,3,4,4,4,4,4,3,3,4,4,4,4,5,3,3,3,1.75,3.125,2.0,3.125
STU_0433,UNMSM,3.5,3.3,3.7,3.5,Bajo,Bajo,Medio,Medio,0,4,3,4,4,3,3,4,4,3,3,3,3,3,3,4,4,4,3,3,3,4,4,4,3,4,4,4,3,4,3,2.125,2.875,2.75,2.875
STU_0434,UNMSM,4.1,3.7,3.9,3.9,Alto,Alto,Alto,Alto,0,4,4,4,4,4,5,4,4,4,4,4,4,4,3,4,4,4,4,4,2,3,4,5,5,2,4,4,4,4,4,1.5,3.0,2.0,3.0
STU_0435,UNMSM,3.8,3.5,3.9,3.733333333333333,Medio,Medio,Alto,Medio,0,4,4,4,3,4,4,3,4,4,4,4,4,3,3,4,4,4,4,4,1,2,4,4,4,4,5,4,4,4,4,1.75,2.75,2.0,2.75
STU_0436,UNMSM,3.7,3.6,1.6,2.966666666666667,Medio,Medio,Bajo,Bajo,0,4,4,4,4,4,3,3,4,3,4,4,3,4,4,4,4,3,3,3,4,2,1,2,1,2,1,3,1,1,2,1.0,1.5,1.0,1.5
STU_0437,UNMSM,3.8,3.6,3.4,3.6,Medio,Medio,Medio,Medio,0,4,3,4,4,4,3,4,4,4,4,3,4,3,4,4,4,4,4,4,2,2,3,3,4,4,4,4,2,4,4,2.375,2.0,3.25,2.0
STU_0438,UNMSM,4.0,3.6,4.4,4.0,Alto,Medio,Alto,Alto,1,4,4,4,4,4,5,3,4,4,4,4,4,4,3,4,4,4,4,4,1,3,5,5,5,1,5,5,5,5,5,2.25,1.0,2.5,1.0
STU_0439,UNMSM,3.8,3.8,3.4,3.6666666666666665,Medio,Alto,Medio,Medio,0,4,4,4,4,4,4,4,2,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,5,2,5,4,2,2,2,2.125,2.125,2.75,2.125
STU_0440,UNMSM,3.7,3.6,3.7,3.6666666666666665,Medio,Medio,Medio,Medio,1,4,3,4,4,2,4,4,4,4,4,4,4,4,4,4,4,2,4,3,3,4,4,2,4,4,3,4,5,3,4,3.625,3.625,3.75,3.625
STU_0441,UNMSM,3.4,3.0,3.1,3.1666666666666665,Bajo,Bajo,Bajo,Bajo,0,3,4,4,2,4,3,4,4,3,3,4,3,4,2,3,4,2,3,3,2,2,3,3,4,3,4,4,2,3,3,1.75,2.125,2.0,2.125
STU_0442,UNMSM,3.9,3.3,3.1,3.433333333333333,Alto,Bajo,Bajo,Medio,0,4,4,4,4,4,4,4,3,4,4,4,4,4,2,4,4,3,2,3,3,2,3,4,5,3,4,5,1,1,3,2.125,2.5,2.75,2.5
STU_0443,UNMSM,4.1,3.8,3.7,3.8666666666666667,Alto,Alto,Medio,Alto,0,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,5,4,5,1,5,4,3,3,4,1.5,2.0,1.5,2.0
STU_0444,UNMSM,3.8,3.6,3.6,3.6666666666666665,Medio,Medio,Medio,Medio,0,3,4,4,4,3,4,4,4,4,4,3,4,4,3,4,4,4,3,4,3,3,5,3,5,3,4,4,3,3,3,1.375,2.75,1.75,2.75
STU_0447,UNMSM,3.8,3.6,3.6,3.6666666666666665,Medio,Medio,Medio,Medio,0,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,3,4,1,2,4,4,4,4,3,4,3,5,3,1.875,2.5,2.25,2.5
STU_0448,UNMSM,3.5,3.5,3.3,3.4333333333333336,Bajo,Medio,Medio,Medio,0,4,3,3,3,4,3,4,3,4,4,3,3,4,3,4,3,3,4,4,4,2,2,3,4,4,3,3,5,4,3,1.875,2.5,2.25,2.5
STU_0449,UNMSM,3.1,3.2,3.1,3.1333333333333333,Bajo,Bajo,Bajo,Bajo,0,3,4,3,4,2,3,2,3,4,3,3,4,3,3,3,3,4,3,3,3,4,4,3,3,3,3,4,2,2,3,2.0,2.75,2.0,2.75
STU_0450,UNMSM,3.4,3.6,3.4,3.466666666666667,Bajo,Medio,Medio,Medio,0,3,3,3,4,4,5,3,3,3,3,4,3,4,4,4,4,4,4,4,1,4,4,4,4,1,4,4,4,2,3,1.5,1.0,1.0,1.0
STU_0451,UNMSM,3.4,3.4,2.8,3.1999999999999997,Bajo,Medio,Bajo,Bajo,1,4,4,2,3,3,4,4,3,3,4,4,4,4,3,4,3,3,3,4,2,3,2,2,4,4,3,3,3,2,2,3.25,3.75,4.0,3.75
STU_0452,UNMSM,2.8,2.7,3.2,2.9,Bajo,Bajo,Bajo,Bajo,0,3,2,4,2,3,3,2,4,3,2,3,4,2,2,2,2,3,4,3,2,2,3,3,4,4,4,3,1,3,5,2.625,3.0,3.25,3.0
STU_0453,UNMSM,4.1,3.7,3.2,3.6666666666666665,Alto,Alto,Bajo,Medio,1,4,4,4,4,4,5,4,4,4,4,4,4,4,3,4,4,4,4,4,2,2,5,4,5,2,4,2,1,4,3,3.5,4.75,4.0,4.75
STU_0454,UNMSM,3.1,2.9,2.6,2.8666666666666667,Bajo,Bajo,Bajo,Bajo,0,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,1,3,3,3,3,2,3,3,2,2,2,1.625,2.75,2.25,2.75
STU_0456,UNMSM,2.8,2.7,2.7,2.733333333333333,Bajo,Bajo,Bajo,Bajo,0,2,2,4,3,3,4,2,3,2,3,2,3,3,2,3,3,2,4,3,2,2,2,3,2,3,4,3,3,3,2,2.25,2.125,3.0,2.125
STU_0457,UNMSM,3.7,3.9,3.2,3.6,Medio,Alto,Bajo,Medio,1,4,4,4,4,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,1,4,4,4,2,2,1.5,1.0,1.0,1.0
STU_0458,UNMSM,3.9,3.9,4.4,4.066666666666666,Alto,Alto,Alto,Alto,0,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,5,4,5,5,5,4,4,4,1.0,1.375,1.0,1.375
STU_0459,UNMSM,4.1,3.9,3.6,3.8666666666666667,Alto,Alto,Medio,Alto,0,4,4,4,4,4,5,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,2,4,4,2,4,4,4,4,4,2.25,2.5,3.0,2.5
STU_0460,UNMSM,3.6,3.0,2.6,3.0666666666666664,Medio,Bajo,Bajo,Bajo,0,3,3,4,4,3,3,4,4,4,4,3,3,3,3,3,1,3,4,4,3,3,3,1,3,5,3,1,3,3,1,1.25,1.25,1.0,1.25
STU_0461,UNMSM,3.3,2.8,3.3,3.133333333333333,Bajo,Bajo,Medio,Bajo,0,3,3,4,3,4,3,3,3,4,3,1,3,2,3,4,3,3,3,2,4,1,4,3,5,2,4,5,5,1,3,1.875,2.875,2.25,2.875
STU_0462,UNMSM,3.8,3.4,3.2,3.4666666666666663,Medio,Medio,Bajo,Medio,0,4,4,4,4,4,2,4,4,4,4,3,4,4,3,3,4,3,3,3,4,2,1,1,1,5,5,5,4,4,4,1.625,1.625,1.75,1.625
STU_0463,UNMSM,3.3,3.2,3.2,3.233333333333333,Bajo,Bajo,Bajo,Bajo,0,4,3,3,4,2,3,4,3,4,3,3,4,2,4,3,2,4,3,4,3,3,3,4,2,2,3,3,4,4,4,2.375,3.5,2.75,3.5
STU_0464,UNMSM,2.6,2.5,3.0,2.6999999999999997,Bajo,Bajo,Bajo,Bajo,1,3,3,3,3,3,3,3,2,2,1,1,3,3,2,3,3,3,3,1,3,1,3,3,5,3,3,3,3,3,3,2.25,2.25,2.0,2.25
STU_0465,UNMSM,3.0,3.5,3.1,3.1999999999999997,Bajo,Medio,Bajo,Bajo,0,3,2,4,3,3,2,4,3,2,4,4,4,4,3,4,2,3,4,4,3,2,3,4,5,3,4,4,3,2,1,2.375,3.375,3.25,3.375
STU_0466,UNMSM,3.2,3.0,2.5,2.9,Bajo,Bajo,Bajo,Bajo,1,4,4,2,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,1,3,3,3,1,3,2.875,3.125,3.25,3.125
STU_0467,UNMSM,3.3,3.3,3.5,3.3666666666666667,Bajo,Bajo,Medio,Bajo,0,4,3,3,3,3,3,4,3,4,3,3,4,4,3,4,3,3,3,3,3,3,4,4,4,3,4,4,4,3,2,2.25,1.75,2.5,1.75
STU_0468,UNMSM,3.8,3.8,4.0,3.8666666666666667,Medio,Alto,Alto,Alto,1,4,4,4,4,4,2,4,4,4,4,4,4,5,3,4,4,4,4,4,2,3,4,4,5,2,5,4,4,5,4,1.875,1.375,1.25,1.375
STU_0469,UNMSM,3.6,3.5,3.1,3.4,Medio,Medio,Bajo,Medio,0,3,4,3,3,4,4,4,3,4,4,3,3,3,3,4,3,4,4,4,4,3,3,4,4,4,3,4,2,2,2,1.375,1.125,1.25,1.125
STU_0470,UNI,3.7,3.5,4.2,3.8000000000000003,Medio,Medio,Alto,Alto,0,4,4,3,3,4,4,3,4,4,4,4,4,4,2,4,4,3,4,4,2,5,4,4,5,2,5,4,4,4,5,2.125,2.0,2.25,2.0
STU_0471,UNI,4.0,3.3,3.4,3.5666666666666664,Alto,Bajo,Medio,Medio,0,4,4,4,4,4,5,3,4,4,4,4,3,3,2,4,4,3,4,4,2,3,3,4,5,3,4,3,3,2,4,2.25,2.125,2.5,2.125
STU_0472,UNI,4.1,3.6,3.7,3.7999999999999994,Alto,Medio,Medio,Alto,0,4,4,4,4,4,5,4,4,4,4,4,4,4,2,4,4,4,4,4,2,3,4,5,5,2,4,3,3,3,5,1.0,1.0,1.0,1.0
STU_0473,UNI,3.0,2.1,2.7,2.6,Bajo,Bajo,Bajo,Bajo,0,3,3,3,3,3,3,3,3,3,3,2,2,2,1,2,2,2,2,2,4,3,3,3,4,2,3,2,2,1,4,2.5,2.625,3.0,2.625
STU_0474,UNI,3.8,3.5,3.7,3.6666666666666665,Medio,Medio,Medio,Medio,0,4,4,4,3,4,4,3,4,4,4,4,4,4,2,3,4,4,4,4,2,4,4,4,5,2,4,4,3,3,4,1.25,1.375,1.5,1.375
STU_0475,UNI,4.0,3.5,3.2,3.5666666666666664,Alto,Medio,Bajo,Medio,0,4,4,4,4,4,4,4,4,4,4,4,3,4,2,4,4,4,4,4,2,2,3,4,5,4,4,2,2,2,4,1.375,1.875,1.75,1.875
STU_0476,UNI,3.6,3.0,3.1,3.233333333333333,Medio,Bajo,Bajo,Bajo,0,4,4,3,3,4,4,3,3,4,4,3,3,3,2,3,4,3,3,3,3,3,3,3,5,2,4,3,2,2,4,2.375,2.125,2.75,2.125
STU_0477,UNI,4.1,3.4,3.6,3.6999999999999997,Alto,Medio,Medio,Medio,0,4,4,4,4,4,5,4,4,4,4,4,3,4,2,4,4,4,4,4,1,2,3,5,5,5,5,2,2,2,5,1.0,1.125,1.0,1.125
STU_0478,UNI,3.2,3.2,3.1,3.1666666666666665,Bajo,Bajo,Bajo,Bajo,0,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,3,4,3,4,3,3,4,4,3,3,3,3,1,2.375,2.5,2.75,2.5
STU_0479,UNI,4.0,3.6,4.0,3.8666666666666667,Alto,Medio,Alto,Alto,0,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,2,4,4,4,5,2,5,4,4,3,5,2.25,2.125,2.5,2.125
STU_0480,UNI,4.1,3.4,4.6,4.033333333333333,Alto,Medio,Alto,Alto,0,4,4,4,4,4,5,4,4,4,4,4,3,3,3,4,4,4,4,4,1,5,1,5,5,5,5,5,5,5,5,1.0,1.0,1.0,1.0
STU_0481,UNI,4.1,3.6,3.8,3.8333333333333335,Alto,Medio,Medio,Alto,0,4,4,4,4,4,5,4,4,4,4,4,4,4,3,4,4,4,4,4,1,3,4,5,5,2,5,3,3,3,5,1.0,1.0,1.0,1.0
STU_0482,UNI,3.0,2.7,2.8,2.8333333333333335,Bajo,Bajo,Bajo,Bajo,1,3,3,3,3,3,3,3,3,3,3,3,2,3,1,3,3,3,3,3,3,3,3,3,4,3,3,2,2,1,4,3.125,3.375,3.75,3.375
STU_0483,UNI,4.1,3.6,3.7,3.7999999999999994,Alto,Medio,Medio,Alto,0,4,4,4,4,4,5,4,4,4,4,4,4,4,2,4,4,4,4,4,2,3,4,4,5,2,5,3,3,3,5,1.25,1.25,1.5,1.25
STU_0484,UNI,3.8,3.6,3.8,3.733333333333333,Medio,Medio,Medio,Medio,0,4,4,4,3,4,4,3,4,4,4,4,4,4,2,4,4,4,4,4,2,4,4,4,5,2,4,4,3,4,4,2.125,2.0,2.25,2.0
STU_0485,UNI,3.7,3.0,3.2,3.3000000000000003,Medio,Bajo,Bajo,Bajo,1,4,3,3,4,4,4,4,3,4,4,3,3,4,1,4,3,3,4,4,1,2,5,2,4,1,5,5,3,2,3,3.5,3.25,2.5,3.25
STU_0486,UNMSM,3.8,2.9,3.5,3.4,Medio,Bajo,Medio,Medio,0,4,4,4,3,3,4,4,4,4,4,3,3,4,3,3,3,3,3,3,1,4,4,3,5,3,4,4,4,1,3,2.125,3.125,3.25,3.125
STU_0487,UNMSM,3.6,3.4,3.1,3.3666666666666667,Medio,Medio,Bajo,Bajo,0,4,4,4,4,4,3,3,3,3,4,3,4,3,3,4,4,4,4,3,2,1,3,3,5,4,4,3,3,2,3,2.125,3.5,2.75,3.5
STU_0488,UNMSM,3.8,3.7,3.5,3.6666666666666665,Medio,Alto,Medio,Medio,0,4,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,2,3,4,3,5,1,4,4,4,3,4,2.5,2.5,3.0,2.5
STU_0489,UNMSM,4.1,3.7,4.2,4.0,Alto,Alto,Alto,Alto,1,4,4,4,4,4,5,4,4,4,4,4,4,4,3,4,4,4,4,4,2,3,4,5,5,3,5,3,4,5,5,2.25,2.875,2.5,2.875
STU_0490,UNMSM,3.7,3.0,3.2,3.3000000000000003,Medio,Bajo,Bajo,Bajo,1,4,3,3,4,4,4,4,3,4,4,3,3,4,1,4,3,3,4,4,1,2,5,2,4,1,5,5,3,2,3,3.25,3.25,2.5,3.25
STU_0491,UNMSM,3.8,2.8,3.5,3.3666666666666667,Medio,Bajo,Medio,Bajo,0,4,4,4,3,3,4,4,4,4,4,3,3,4,3,3,3,3,2,3,1,4,4,3,5,3,4,4,4,1,3,2.375,3.125,3.25,3.125
STU_0492,UNMSM,3.6,3.4,3.1,3.3666666666666667,Medio,Medio,Bajo,Bajo,0,4,4,4,4,4,3,3,3,3,4,3,4,3,3,4,4,4,4,3,2,1,3,3,5,4,4,3,3,2,3,2.125,3.5,2.75,3.5
STU_0493,UNMSM,3.0,2.8,2.5,2.766666666666667,Bajo,Bajo,Bajo,Bajo,1,3,2,4,4,2,2,4,3,2,4,4,3,4,4,1,2,3,3,3,1,1,3,2,5,2,4,1,2,2,3,3.625,3.0,3.75,3.0
STU_0494,UNMSM,3.3,3.2,3.1,3.1999999999999997,Bajo,Bajo,Bajo,Bajo,0,3,3,3,4,3,4,4,2,4,3,3,4,4,3,4,3,3,3,3,2,1,3,3,5,4,3,4,3,3,2,1.375,2.75,1.25,2.75
STU_0495,UNMSM,3.1,3.2,2.8,3.0333333333333337,Bajo,Bajo,Bajo,Bajo,1,2,3,3,3,4,3,3,3,4,3,3,4,3,4,3,3,4,3,3,2,2,4,4,3,2,3,3,3,2,2,3.625,3.0,2.75,3.0
STU_0496,UNMSM,4.0,3.8,3.9,3.9,Alto,Alto,Alto,Alto,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,5,4,3,3,4,1.5,2.125,1.5,2.125
STU_0497,UNMSM,3.8,3.6,4.2,3.866666666666667,Medio,Medio,Alto,Alto,0,4,4,4,4,3,3,4,4,4,4,4,4,3,2,4,4,4,4,4,3,5,4,4,5,2,3,5,5,4,5,1.875,2.375,2.75,2.375
STU_0498,UNMSM,3.9,3.7,4.0,3.8666666666666667,Alto,Alto,Alto,Alto,0,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4,3,4,3,4,4,5,4,4,5,4,3,2.375,2.625,3.25,2.625
STU_0499,UNMSM,3.9,3.7,3.9,3.8333333333333335,Alto,Alto,Alto,Alto,0,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4,3,3,4,5,5,2,4,4,5,4,3,2.25,2.625,3.0,2.625
STU_0500,UNMSM,3.9,3.8,3.4,3.6999999999999997,Alto,Alto,Medio,Medio,0,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,2,3,4,3,5,2,4,3,3,3,4,1.625,2.375,1.75,2.375
STU_0501,UNMSM,3.8,3.6,3.8,3.733333333333333,Medio,Medio,Medio,Medio,0,4,4,4,4,4,4,3,3,4,4,4,4,3,4,4,4,3,4,4,2,4,4,4,4,3,4,4,4,4,3,1.75,1.75,2.0,1.75
STU_0502,UNMSM,3.6,2.6,2.5,2.9,Medio,Bajo,Bajo,Bajo,1,4,4,4,3,3,4,4,4,2,4,2,2,3,2,2,3,2,4,2,4,1,3,2,4,4,3,2,2,2,2,3.0,2.625,2.5,2.625
STU_0503,UNMSM,3.0,3.8,2.7,3.1666666666666665,Bajo,Alto,Bajo,Bajo,0,3,4,3,3,1,4,3,3,4,2,3,4,4,4,4,4,4,3,4,4,2,4,4,3,4,4,1,2,2,1,1.75,2.75,2.0,2.75
STU_0504,UNMSM,4.1,3.7,4.1,3.9666666666666663,Alto,Alto,Alto,Alto,0,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,5,5,1,5,4,4,4,5,1.125,1.125,1.25,1.125
STU_0505,UNMSM,3.9,3.7,3.7,3.766666666666667,Alto,Alto,Medio,Alto,1,3,4,4,4,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,3,4,5,3,4,3,3,4,5,2.625,3.125,3.75,3.125
STU_0506,UNMSM,3.4,3.5,3.1,3.3333333333333335,Bajo,Medio,Bajo,Bajo,0,3,4,3,3,3,4,3,3,4,4,3,4,4,3,4,4,4,3,4,2,3,4,3,3,3,3,4,3,2,3,1.25,2.25,1.5,2.25
STU_0507,UNMSM,3.4,3.4,3.2,3.3333333333333335,Bajo,Medio,Bajo,Bajo,1,3,3,3,4,3,4,4,3,3,4,3,4,4,3,4,3,4,3,3,3,2,3,3,4,3,4,3,4,3,3,2.75,3.0,3.0,3.0
STU_0508,UNMSM,3.8,3.8,3.5,3.6999999999999997,Medio,Alto,Medio,Medio,1,4,4,4,4,4,2,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,2,3,3,2.375,2.75,3.75,2.75
STU_0509,UNMSM,3.3,3.6,3.9,3.6,Bajo,Medio,Alto,Medio,0,4,3,4,3,3,2,4,4,4,2,4,4,4,4,4,3,4,4,4,1,4,4,4,5,3,5,4,4,4,2,2.375,2.125,3.25,2.125
STU_0510,UNMSM,3.6,3.5,3.9,3.6666666666666665,Medio,Medio,Alto,Medio,0,3,3,4,4,4,3,3,4,4,4,4,3,3,4,4,3,4,3,4,3,4,4,4,4,4,3,4,4,4,4,2.25,3.5,3.0,3.5
STU_0511,UNMSM,3.3,3.5,3.6,3.466666666666667,Bajo,Medio,Medio,Medio,0,4,3,4,3,3,5,2,1,4,4,4,4,3,4,4,4,3,4,4,1,4,5,5,4,1,3,4,4,3,3,1.5,1.75,2.0,1.75
STU_0512,UNMSM,3.6,2.8,3.0,3.1333333333333333,Medio,Bajo,Bajo,Bajo,0,3,4,4,3,4,5,2,4,3,4,3,3,3,2,3,3,4,3,3,1,2,4,4,4,3,3,2,2,2,4,1.0,1.75,1.0,1.75
