ID_Estudiante,Universidad,Score_Critico,Score_Tecnico,Score_Participativo,Score_AMI_Global,Nivel_Critico,Nivel_Tecnico,Nivel_Participativo,Nivel_AMI_Global,Riesgo_Total,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,Score_Riesgo_Academico,Score_Riesgo_LMS,Riesgo_Acad_Perceptual,Riesgo_Documental
STU_0281,UNMSM,3.1,3.0,3.0,3.033333333333333,Bajo,Bajo,Bajo,Bajo,1,3,2,4,2,4,4,3,3,2,4,4,3,3,3,4,3,3,2,4,1,2,5,3,4,2,1,3,4,2,4,3.0,3.25,3.5,3.25
STU_0282,UNMSM,3.3,3.6,4.3,3.733333333333333,Bajo,Medio,Alto,Medio,0,4,3,4,3,2,3,4,3,4,3,4,4,4,3,3,4,4,3,4,3,5,5,4,4,4,3,4,5,5,4,2.75,3.5,3.5,3.5
STU_0284,UNMSM,4.0,3.8,4.5,4.1000000000000005,Alto,Alto,Alto,Alto,0,4,3,4,4,4,5,4,4,4,4,4,4,4,3,4,4,4,4,4,3,2,5,5,5,5,5,5,5,3,5,1.375,1.25,1.25,1.25
STU_0285,UNMSM,3.5,2.8,3.3,3.1999999999999997,Bajo,Bajo,Medio,Bajo,0,4,4,3,4,3,3,4,4,3,3,3,3,3,2,3,4,4,2,3,1,4,3,2,3,5,4,3,4,3,2,2.375,3.0,3.25,3.0
STU_0286,UNMSM,4.1,3.6,4.2,3.9666666666666663,Alto,Medio,Alto,Alto,0,4,4,4,4,4,5,4,4,4,4,4,4,3,3,4,4,4,4,4,2,3,4,5,5,4,4,4,4,4,5,1.75,1.625,2.0,1.625
STU_0287,UNMSM,3.4,3.9,4.2,3.8333333333333335,Bajo,Alto,Alto,Alto,0,3,3,3,4,4,3,3,4,4,3,4,4,3,4,4,4,4,4,4,4,5,5,5,5,5,3,3,3,4,4,1.75,3.0,2.0,3.0
STU_0288,UNMSM,3.6,3.1,3.4,3.3666666666666667,Medio,Bajo,Medio,Bajo,0,3,3,4,4,3,5,4,3,3,4,4,4,3,3,4,2,3,3,4,1,2,5,4,4,2,5,3,2,4,3,1.875,1.25,2.25,1.25
STU_0289,UNMSM,3.4,3.0,2.7,3.0333333333333337,Bajo,Bajo,Bajo,Bajo,0,4,3,3,2,3,4,4,3,4,4,3,2,2,3,4,4,2,4,3,3,2,4,4,4,3,2,2,2,2,2,2.0,2.375,2.5,2.375
STU_0290,UNMSM,4.0,3.3,3.2,3.5,Alto,Bajo,Bajo,Medio,0,4,4,4,4,4,5,4,3,4,4,4,4,4,3,4,2,3,3,4,2,2,3,3,4,5,5,2,2,3,3,1.375,1.25,1.75,1.25
STU_0291,UNMSM,3.7,3.7,4.3,3.9,Medio,Alto,Alto,Alto,1,4,4,4,3,4,4,4,2,4,4,3,4,4,4,4,4,4,2,4,4,4,3,4,4,4,4,5,5,5,5,2.875,2.5,2.25,2.5
STU_0292,UNMSM,4.0,3.6,3.9,3.8333333333333335,Alto,Medio,Alto,Alto,0,4,4,4,4,4,5,3,4,4,4,4,4,4,3,4,4,4,4,4,1,4,5,4,4,1,4,5,4,4,4,2.125,1.875,2.25,1.875
STU_0293,UNMSM,4.1,3.5,3.6,3.733333333333333,Alto,Medio,Medio,Medio,1,4,4,4,4,4,5,4,4,4,4,4,4,4,3,4,3,4,4,4,1,2,5,4,5,3,5,5,2,2,3,3.125,1.625,4.25,1.625
STU_0294,UNMSM,3.9,3.5,3.3,3.5666666666666664,Alto,Medio,Medio,Medio,0,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,4,3,3,3,2,4,4,5,3,3,3,2,3,4,2.375,2.875,2.75,2.875
STU_0295,UNMSM,3.6,3.2,4.1,3.6333333333333333,Medio,Bajo,Alto,Medio,1,4,3,3,4,4,4,4,3,3,4,3,3,3,3,4,3,4,3,3,3,2,5,5,5,2,4,5,5,4,4,1.5,1.375,1.0,1.375
STU_0296,UNMSM,3.8,3.5,3.5,3.6,Medio,Medio,Medio,Medio,0,4,4,4,3,3,5,3,4,4,4,4,4,4,4,4,3,4,3,4,1,4,4,4,4,1,4,3,4,3,4,2.0,1.75,2.5,1.75
STU_0297,UNMSM,3.9,3.6,2.2,3.233333333333333,Alto,Medio,Bajo,Bajo,0,4,4,4,4,3,5,4,3,4,4,4,4,4,3,4,3,4,3,4,3,2,4,4,4,1,3,1,1,1,1,2.125,2.625,3.25,2.625
STU_0298,UNMSM,3.6,4.0,3.6,3.733333333333333,Medio,Alto,Medio,Medio,0,3,4,3,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,4,3,3,3,4,3,4,1.5,1.5,2.0,1.5
STU_0299,UNMSM,4.1,3.7,4.6,4.133333333333333,Alto,Alto,Alto,Alto,0,4,4,4,4,4,5,4,4,4,4,4,4,4,3,4,4,4,4,5,1,5,5,5,5,1,5,5,5,5,5,1.0,1.0,1.0,1.0
STU_0301,UNMSM,4.1,3.5,4.1,3.9,Alto,Medio,Alto,Alto,0,4,4,4,4,4,5,4,4,4,4,4,3,2,4,3,4,4,3,4,4,4,4,4,4,5,4,4,4,4,4,1.0,1.25,1.0,1.25
STU_0302,UNMSM,3.8,3.6,3.5,3.6333333333333333,Medio,Medio,Medio,Medio,0,4,4,4,4,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,1,5,5,3,5,1,3,4,3,3,3,1.25,2.5,1.5,2.5
STU_0303,UNMSM,3.3,3.4,3.0,3.233333333333333,Bajo,Medio,Bajo,Bajo,0,4,3,3,2,2,4,4,4,3,4,3,3,3,4,4,4,3,3,4,3,1,4,3,5,3,3,3,3,2,3,2.5,3.125,3.5,3.125
STU_0304,UNMSM,3.6,3.3,2.5,3.1333333333333333,Medio,Bajo,Bajo,Bajo,0,3,3,4,4,4,4,4,3,3,4,4,3,4,3,3,4,4,3,3,2,2,2,3,4,1,3,2,3,3,2,2.625,3.125,3.25,3.125
STU_0305,UNMSM,3.9,3.4,3.1,3.466666666666667,Alto,Medio,Bajo,Medio,1,4,4,4,4,3,4,4,4,4,4,3,4,4,3,4,4,4,3,4,1,2,4,4,5,2,4,3,3,2,2,3.25,2.875,3.5,2.875
STU_0306,UNMSM,3.8,4.0,3.2,3.6666666666666665,Medio,Alto,Bajo,Medio,1,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,4,4,3,3,3,3,3,3.0,4.0,4.5,4.0
STU_0308,UNMSM,3.9,3.6,3.3,3.6,Alto,Medio,Medio,Medio,0,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,1,2,4,3,5,2,3,3,4,3,4,1.875,2.125,2.25,2.125
STU_0309,UNMSM,3.4,2.9,2.7,3.0,Bajo,Bajo,Bajo,Bajo,1,4,3,4,3,2,4,4,4,2,4,3,3,3,2,4,3,3,3,4,1,2,3,3,3,2,3,3,3,2,3,2.625,3.375,4.25,3.375
STU_0313,UNMSM,3.7,3.6,3.1,3.466666666666667,Medio,Medio,Bajo,Medio,0,4,4,4,4,3,3,4,4,3,4,4,4,2,4,3,3,4,4,4,4,4,4,3,2,5,1,2,3,4,3,1.5,1.5,1.5,1.5
STU_0314,UNMSM,4.1,3.8,4.3,4.066666666666666,Alto,Alto,Alto,Alto,0,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,5,5,5,5,5,4,4,4,3,1.125,2.375,1.25,2.375
STU_0315,UNMSM,3.2,3.6,3.1,3.3000000000000003,Bajo,Medio,Bajo,Bajo,0,4,2,3,4,3,3,3,4,3,3,4,4,4,4,4,4,4,3,4,1,4,4,3,4,1,2,3,4,3,3,1.25,3.25,1.0,3.25
STU_0316,UNMSM,3.6,3.4,3.4,3.466666666666667,Medio,Medio,Medio,Medio,0,4,4,4,4,2,4,4,3,4,3,4,3,4,3,4,3,4,4,4,1,4,5,3,2,1,3,4,5,4,3,2.25,2.125,2.5,2.125
STU_0318,UNMSM,3.6,3.3,3.7,3.5333333333333337,Medio,Bajo,Medio,Medio,0,4,3,4,4,4,2,4,3,4,4,3,4,3,3,4,3,4,4,4,1,3,4,4,3,5,3,5,4,3,3,1.5,2.5,1.5,2.5
STU_0319,UNMSM,3.2,3.5,3.3,3.3333333333333335,Bajo,Medio,Medio,Bajo,1,3,4,3,3,3,2,3,4,4,3,3,4,3,4,4,4,3,3,4,3,3,4,3,4,3,3,3,3,4,3,2.625,2.875,2.75,2.875
STU_0320,UNMSM,3.2,3.1,3.3,3.2000000000000006,Bajo,Bajo,Medio,Bajo,1,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,2,3,4,4,3,3,3,3,3,4,3,4,3,3,4,2.125,1.5,1.75,1.5
STU_0321,UNMSM,4.1,3.6,3.5,3.733333333333333,Alto,Medio,Medio,Medio,1,4,4,4,4,4,5,4,4,4,4,3,4,4,3,4,4,4,4,3,3,2,4,4,4,3,4,4,4,2,4,2.75,2.25,2.5,2.25
STU_0322,UNMSM,3.9,4.0,3.6,3.8333333333333335,Alto,Alto,Medio,Alto,0,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,1,4,4,4,4,3,2.5,2.875,3.5,2.875
STU_0323,UNMSM,4.1,3.9,4.2,4.066666666666666,Alto,Alto,Alto,Alto,0,4,4,4,4,4,5,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,5,5,5,1,5,5,4,4,4,1.875,2.0,2.25,2.0
STU_0324,UNMSM,3.5,3.7,2.8,3.3333333333333335,Bajo,Alto,Bajo,Bajo,1,3,4,4,4,3,2,4,3,4,4,4,4,4,4,3,4,4,4,3,3,2,2,3,4,3,4,2,3,3,2,2.125,2.75,1.75,2.75
STU_0325,UNMSM,3.0,3.6,2.9,3.1666666666666665,Bajo,Medio,Bajo,Bajo,1,3,2,3,3,2,2,4,3,4,4,4,4,4,4,3,4,4,3,4,2,3,2,3,4,2,3,4,4,2,2,2.5,3.375,2.5,3.375
STU_0326,UNMSM,3.7,2.9,3.3,3.2999999999999994,Medio,Bajo,Medio,Bajo,0,3,4,4,3,4,4,3,4,4,4,3,3,3,4,4,1,3,2,3,3,3,3,4,3,5,3,3,4,4,1,2.5,3.25,3.5,3.25
STU_0327,UNMSM,3.4,2.7,3.5,3.1999999999999997,Bajo,Bajo,Medio,Bajo,0,3,3,4,3,4,5,3,3,3,3,3,3,3,2,3,3,3,3,3,1,3,5,4,5,1,5,3,3,3,3,1.5,1.875,2.0,1.875
STU_0328,UNMSM,2.6,2.8,2.6,2.6666666666666665,Bajo,Bajo,Bajo,Bajo,0,3,3,2,3,1,2,3,3,3,3,3,3,2,4,4,2,3,2,2,3,1,4,2,3,2,3,3,3,3,2,1.625,1.625,2.25,1.625
STU_0329,UNMSM,3.1,3.3,3.2,3.2000000000000006,Bajo,Bajo,Bajo,Bajo,0,3,3,3,3,3,3,4,3,3,3,3,3,4,4,4,3,3,3,3,3,2,3,3,5,4,2,3,4,3,3,2.0,2.75,2.5,2.75
STU_0330,UNMSM,2.5,1.9,1.9,2.1,Bajo,Bajo,Bajo,Bajo,1,3,1,3,3,1,3,4,1,3,3,2,1,1,3,2,2,1,3,2,2,2,3,1,3,1,2,1,3,2,1,2.375,3.125,2.25,3.125
STU_0331,UNMSM,4.1,3.4,3.6,3.6999999999999997,Alto,Medio,Medio,Medio,0,4,4,4,4,4,5,4,4,4,4,4,3,4,3,4,3,4,4,4,1,3,4,5,4,5,3,2,3,2,5,1.25,2.375,1.0,2.375
STU_0332,UNMSM,2.8,2.9,2.8,2.8333333333333335,Bajo,Bajo,Bajo,Bajo,1,3,3,3,1,3,3,4,3,2,3,3,3,3,3,3,4,3,3,3,1,3,3,2,3,2,3,3,3,3,3,2.25,1.625,1.5,1.625
STU_0333,UNMSM,3.8,2.4,3.2,3.133333333333333,Medio,Bajo,Bajo,Bajo,1,3,4,4,4,4,5,4,4,2,4,3,3,4,2,3,1,3,1,3,1,3,5,5,5,1,4,4,2,2,1,2.875,4.125,4.25,4.125
STU_0334,UNMSM,3.6,3.6,4.0,3.733333333333333,Medio,Medio,Alto,Medio,0,2,4,4,4,4,2,4,4,4,4,3,4,3,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,1.375,2.125,1.75,2.125
STU_0335,UNMSM,2.9,2.9,3.1,2.966666666666667,Bajo,Bajo,Bajo,Bajo,1,4,3,3,2,2,4,3,3,2,3,3,3,3,2,4,4,4,3,2,1,1,5,5,5,2,3,5,1,1,3,3.0,3.25,3.0,3.25
STU_0336,UNMSM,3.2,3.2,3.6,3.3333333333333335,Bajo,Bajo,Medio,Bajo,1,3,4,4,4,3,3,4,2,2,3,3,4,3,4,3,3,3,4,3,2,1,4,2,1,4,4,5,5,5,5,2.625,2.75,2.25,2.75
STU_0337,UNMSM,3.9,3.9,4.1,3.9666666666666663,Alto,Alto,Alto,Alto,0,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,5,4,4,5,3,5,3,4,4,4,1.25,1.375,1.0,1.375
STU_0338,UNMSM,3.7,3.0,3.2,3.3000000000000003,Medio,Bajo,Bajo,Bajo,1,4,4,4,4,4,3,3,4,3,4,2,4,3,3,3,2,2,4,3,4,4,4,4,2,2,3,2,3,4,4,3.25,4.25,4.0,4.25
STU_0339,UNMSM,3.6,3.5,3.1,3.4,Medio,Medio,Bajo,Medio,0,2,4,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,2,4,2,1,2,2,4,5,3,2,3,5,4,1.5,3.5,2.0,3.5
STU_0340,UNMSM,3.3,3.1,3.5,3.3000000000000003,Bajo,Bajo,Medio,Bajo,0,2,3,4,4,4,2,4,4,3,3,3,3,3,3,3,3,4,3,2,4,2,3,5,5,5,4,2,3,3,3,1.625,2.25,1.75,2.25
STU_0341,UNMSM,3.5,3.5,3.9,3.6333333333333333,Bajo,Medio,Alto,Medio,1,4,3,4,4,2,4,4,3,3,4,3,4,3,4,4,3,3,3,4,4,2,5,4,5,5,4,4,3,3,4,2.125,4.25,2.75,4.25
STU_0342,UNMSM,4.0,3.3,3.2,3.5,Alto,Bajo,Bajo,Medio,0,4,4,4,4,3,5,4,4,4,4,4,3,3,3,3,3,4,3,4,3,2,5,4,4,1,3,3,4,3,3,1.375,1.0,1.75,1.0
STU_0343,UNMSM,3.5,2.9,2.8,3.0666666666666664,Bajo,Bajo,Bajo,Bajo,0,4,3,4,4,3,4,3,3,3,4,2,3,4,2,3,3,3,3,3,3,3,4,3,3,3,2,2,3,2,3,1.875,1.125,2.25,1.125
STU_0344,UNMSM,3.8,4.0,4.5,4.1000000000000005,Medio,Alto,Alto,Alto,0,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,5,4,5,5,4,2.0,2.5,2.0,2.5
STU_0345,UNMSM,3.9,3.7,4.5,4.033333333333333,Alto,Alto,Alto,Alto,1,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,3,4,4,4,3,5,5,4,5,1,5,5,5,5,5,2.625,1.25,3.75,1.25
STU_0346,UNMSM,2.5,3.0,2.7,2.733333333333333,Bajo,Bajo,Bajo,Bajo,1,3,2,3,1,3,4,2,2,3,2,4,3,2,2,4,3,2,2,4,4,3,2,3,4,4,2,4,2,2,1,3.375,1.75,3.75,1.75
STU_0347,UNMSM,1.9,2.4,2.6,2.3000000000000003,Bajo,Bajo,Bajo,Bajo,1,1,2,1,3,2,2,2,1,4,1,1,1,4,1,4,3,1,3,4,2,2,4,1,4,2,3,3,5,1,1,2.75,2.75,3.0,2.75
STU_0348,UNMSM,3.3,3.3,2.4,3.0,Bajo,Bajo,Bajo,Bajo,0,3,2,3,3,3,4,4,4,3,4,3,4,4,2,4,3,3,3,3,4,2,2,3,4,1,3,2,2,2,3,2.0,3.125,2.5,3.125
STU_0349,UNMSM,3.6,3.5,3.2,3.4333333333333336,Medio,Medio,Bajo,Medio,0,3,4,4,3,3,5,4,3,3,4,3,4,4,3,4,3,4,3,4,3,2,4,3,4,3,3,3,3,3,4,2.125,2.25,2.75,2.25
STU_0350,UNMSM,3.3,3.7,4.6,3.8666666666666667,Bajo,Alto,Alto,Alto,1,2,4,2,4,4,2,3,4,4,4,3,4,4,3,4,4,3,4,4,4,5,4,5,4,5,5,5,3,5,5,2.375,1.5,1.75,1.5
STU_0351,UNMSM,3.5,3.4,4.0,3.6333333333333333,Bajo,Medio,Alto,Medio,1,3,3,4,4,4,3,4,4,2,4,4,3,2,4,4,3,3,4,4,3,5,3,3,4,4,4,5,4,4,4,3.0,3.75,3.0,3.75
STU_0353,UNMSM,3.1,2.6,2.5,2.733333333333333,Bajo,Bajo,Bajo,Bajo,1,3,2,3,3,3,3,4,4,2,4,2,3,3,4,3,2,1,4,3,1,2,3,2,5,4,2,2,2,2,1,2.375,3.875,3.25,3.875
STU_0354,UNMSM,3.4,3.3,3.0,3.233333333333333,Bajo,Bajo,Bajo,Bajo,1,4,3,3,4,3,3,3,4,3,4,3,4,4,4,4,4,2,3,3,2,2,4,5,3,5,3,5,1,1,1,2.75,3.25,4.0,3.25
STU_0355,UNMSM,3.5,3.6,3.5,3.533333333333333,Bajo,Medio,Medio,Medio,0,4,4,3,4,3,4,3,3,4,3,4,4,3,4,4,3,4,3,4,3,5,5,5,5,1,3,4,1,4,2,1.875,3.375,1.75,3.375
STU_0356,UNMSM,3.7,3.1,3.4,3.4000000000000004,Medio,Bajo,Medio,Medio,0,3,4,3,4,3,5,4,4,4,3,4,4,4,2,4,1,4,3,4,1,3,4,4,4,2,4,2,4,3,4,1.375,2.375,1.75,2.375
STU_0357,UNMSM,3.8,3.9,4.1,3.933333333333333,Medio,Alto,Alto,Alto,1,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,5,5,4,5,4,2.75,4.5,4.5,4.5
STU_0358,UNMSM,3.3,3.0,2.6,2.966666666666667,Bajo,Bajo,Bajo,Bajo,0,4,4,3,3,3,4,3,3,3,3,4,3,3,3,4,3,3,2,2,3,2,2,3,3,1,3,3,3,2,4,1.75,2.0,2.0,2.0
STU_0359,UNMSM,4.0,3.5,3.7,3.733333333333333,Alto,Medio,Medio,Medio,1,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,4,4,4,2,3,4,5,4,2,4,4,4,4,3,2.5,3.75,3.5,3.75
STU_0361,UNMSM,3.4,2.7,3.3,3.133333333333333,Bajo,Bajo,Medio,Bajo,0,3,3,3,4,3,5,4,3,3,3,3,4,4,2,3,2,3,2,3,1,2,3,2,5,2,5,5,2,5,2,2.125,2.5,2.75,2.5
STU_0362,UNMSM,3.8,3.5,3.3,3.533333333333333,Medio,Medio,Medio,Medio,1,4,4,4,3,4,4,3,4,4,4,4,4,3,4,4,4,3,4,4,1,4,3,3,4,2,4,4,3,3,3,3.5,3.875,4.0,3.875
STU_0363,UNMSM,3.2,3.3,3.7,3.4,Bajo,Bajo,Medio,Medio,0,3,4,2,3,3,2,4,3,4,4,3,3,3,4,4,4,4,3,3,2,3,5,4,5,3,4,3,4,3,3,2.125,2.5,2.75,2.5
STU_0364,UNMSM,4.0,3.7,4.4,4.033333333333334,Alto,Alto,Alto,Alto,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,5,5,4,5,4,5,5,4,4,3,1.125,1.75,1.25,1.75
STU_0365,UNMSM,3.5,3.3,2.8,3.1999999999999997,Bajo,Bajo,Bajo,Bajo,0,4,3,4,4,3,3,4,4,3,3,3,4,4,1,4,4,3,4,4,2,1,3,3,4,2,4,4,2,4,1,1.25,1.375,1.0,1.375
STU_0366,UNMSM,3.8,4.0,4.0,3.9333333333333336,Medio,Alto,Alto,Alto,0,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,5,5,5,1.75,1.375,2.0,1.375
STU_0367,UNMSM,3.3,2.8,2.5,2.8666666666666667,Bajo,Bajo,Bajo,Bajo,0,3,3,4,3,3,5,3,3,3,3,3,2,4,1,3,3,3,3,3,3,1,1,3,5,5,5,1,1,1,2,1.0,1.0,1.0,1.0
STU_0368,UNMSM,3.4,3.6,3.0,3.3333333333333335,Bajo,Medio,Bajo,Bajo,0,2,4,4,4,3,3,4,4,3,3,3,4,4,4,4,4,4,4,4,1,3,4,4,4,3,3,4,2,2,1,2.0,1.875,2.5,1.875
STU_0369,UNMSM,3.6,3.4,3.7,3.5666666666666664,Medio,Medio,Medio,Medio,0,4,4,4,4,3,3,3,4,4,3,3,3,3,4,4,3,4,3,4,3,5,4,3,3,3,3,3,5,3,5,1.5,3.25,2.0,3.25
STU_0370,UNMSM,3.7,3.7,2.8,3.4,Medio,Alto,Bajo,Medio,1,3,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,2,2,3,3,4,2,4,3,3,2,2,3.875,3.75,3.75,3.75
STU_0373,UNMSM,3.4,3.6,3.6,3.533333333333333,Bajo,Medio,Medio,Medio,0,4,3,3,3,4,3,4,3,4,3,4,3,4,4,4,4,3,4,3,3,4,4,3,3,4,4,3,4,4,3,1.75,1.375,2.0,1.375
STU_0374,UNMSM,3.8,3.6,3.9,3.766666666666667,Medio,Medio,Alto,Alto,0,4,4,4,4,4,3,4,3,4,4,4,4,4,3,4,4,4,4,4,1,2,5,4,5,4,5,5,3,2,4,1.0,2.125,1.0,2.125
STU_0375,UNMSM,2.8,3.6,2.8,3.0666666666666664,Bajo,Medio,Bajo,Bajo,0,3,3,3,2,2,2,4,3,4,2,3,4,3,4,3,4,3,4,4,4,3,3,2,4,1,3,3,2,4,3,1.375,2.125,1.25,2.125
STU_0376,UNMSM,3.8,3.9,4.6,4.1,Medio,Alto,Alto,Alto,1,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,5,5,4,5,5,4,5,4,2.25,1.75,2.0,1.75
STU_0377,UNMSM,3.2,2.8,2.6,2.8666666666666667,Bajo,Bajo,Bajo,Bajo,1,3,2,2,4,4,4,3,3,3,4,3,3,4,3,4,2,2,3,2,2,1,3,2,3,2,3,2,4,4,2,3.125,2.75,3.25,2.75
STU_0378,UNMSM,3.7,3.5,3.0,3.4,Medio,Medio,Bajo,Medio,0,4,4,4,4,4,3,3,3,4,4,4,3,4,3,4,4,4,3,4,2,2,3,4,4,5,4,2,2,2,2,1.25,1.5,1.0,1.5
STU_0379,UNMSM,3.1,2.6,3.5,3.0666666666666664,Bajo,Bajo,Medio,Bajo,1,3,4,4,3,4,2,4,3,2,2,3,3,3,2,2,2,2,4,3,2,5,1,3,3,2,5,5,5,3,3,3.625,3.5,4.75,3.5
STU_0380,UNMSM,3.8,3.2,3.8,3.6,Medio,Bajo,Medio,Medio,0,3,4,4,4,3,5,3,4,4,4,4,4,4,3,2,4,2,4,4,1,5,4,4,4,2,4,4,4,3,4,1.875,1.75,2.25,1.75
STU_0381,UNMSM,4.0,3.6,3.5,3.6999999999999997,Alto,Medio,Medio,Medio,0,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,2,2,5,5,5,4,4,3,3,2,2,1.25,3.125,1.0,3.125
STU_0382,UNMSM,3.4,4.0,3.4,3.6,Bajo,Alto,Medio,Medio,0,3,3,3,3,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,3,4,2.0,2.0,3.0,2.0
STU_0383,UNMSM,3.7,3.7,3.9,3.766666666666667,Medio,Alto,Alto,Alto,0,4,4,3,3,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,2,2,5,4,5,1,4,5,5,3,5,1.625,2.625,1.75,2.625
STU_0384,UNMSM,4.0,3.6,4.6,4.066666666666666,Alto,Medio,Alto,Alto,0,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,1,5,5,5,5,1,5,5,5,5,5,1.25,1.75,1.0,1.75
STU_0385,UNMSM,3.4,3.2,3.8,3.4666666666666663,Bajo,Bajo,Medio,Medio,1,4,3,4,4,3,3,4,3,3,3,4,4,3,3,3,2,3,3,4,3,2,5,4,4,3,4,4,4,4,4,2.25,1.5,1.5,1.5
STU_0386,UNMSM,4.0,3.7,4.0,3.9,Alto,Alto,Alto,Alto,0,4,4,4,4,4,5,3,4,4,4,4,3,4,4,4,4,4,3,3,4,4,5,5,3,5,3,4,3,4,4,1.0,1.125,1.0,1.125
STU_0387,UNMSM,3.8,3.8,4.4,4.0,Medio,Alto,Alto,Alto,0,4,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,5,4,5,4,4,5,4,5,2.0,2.375,2.5,2.375
STU_0390,UNMSM,3.4,3.6,3.2,3.4,Bajo,Medio,Bajo,Medio,0,3,4,3,3,4,3,4,3,3,4,4,4,4,4,4,4,4,3,4,1,2,5,3,5,1,4,4,3,2,3,1.875,2.875,2.25,2.875
STU_0391,UNMSM,3.1,3.3,2.5,2.966666666666667,Bajo,Bajo,Bajo,Bajo,1,4,4,4,3,3,2,2,3,3,3,4,3,4,3,2,4,4,3,3,3,1,4,3,5,4,4,1,1,1,1,1.875,3.0,1.25,3.0
STU_0392,UNMSM,3.0,3.2,2.8,3.0,Bajo,Bajo,Bajo,Bajo,1,3,2,2,4,3,2,2,4,4,4,3,3,4,2,3,3,4,3,3,4,2,5,4,4,2,4,1,1,1,4,2.875,1.875,3.25,1.875
STU_0393,UNMSM,4.0,2.8,2.6,3.1333333333333333,Alto,Bajo,Bajo,Bajo,1,4,4,4,4,4,4,4,4,4,4,3,1,3,3,3,4,2,4,3,2,2,1,2,4,5,3,2,2,1,4,4.625,3.875,4.75,3.875
STU_0394,UNMSM,3.9,3.4,3.2,3.5,Alto,Medio,Bajo,Medio,0,4,4,4,4,3,5,4,3,4,4,4,4,4,2,4,4,3,4,4,1,2,4,3,4,3,4,4,3,2,3,2.25,3.5,2.5,3.5
STU_0395,UNMSM,3.2,3.2,3.0,3.1333333333333333,Bajo,Bajo,Bajo,Bajo,1,3,4,3,2,3,5,2,3,4,3,3,3,3,4,4,4,4,3,3,1,3,4,4,3,5,3,2,2,2,2,4.375,2.0,3.75,2.0
STU_0396,UNI,4.1,3.6,4.2,3.9666666666666663,Alto,Medio,Alto,Alto,1,4,4,4,4,4,5,4,4,4,4,4,4,4,3,4,4,4,4,4,1,4,5,5,5,1,5,4,4,4,5,1.5,1.0,1.0,1.0
STU_0397,UNI,3.8,3.5,3.4,3.5666666666666664,Medio,Medio,Medio,Medio,0,4,4,4,3,4,4,3,4,4,4,4,4,4,2,4,4,3,4,4,2,3,3,4,5,3,4,3,3,2,4,2.25,2.375,2.5,2.375
STU_0398,UNI,4.0,3.4,3.2,3.5333333333333337,Alto,Medio,Bajo,Medio,0,4,4,4,4,4,4,4,4,4,4,4,3,4,2,3,4,4,4,4,2,2,3,4,5,4,4,2,2,2,4,1.375,2.0,1.75,2.0
STU_0399,UNI,3.0,2.8,2.8,2.8666666666666667,Bajo,Bajo,Bajo,Bajo,0,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,4,2,3,2,2,2,4,2.625,3.5,3.25,3.5
STU_0400,UNI,4.0,3.6,4.6,4.066666666666666,Alto,Medio,Alto,Alto,0,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,2,5,5,5,5,1,5,5,5,5,5,1.0,1.0,1.0,1.0
STU_0401,UNI,3.2,2.9,2.9,3.0,Bajo,Bajo,Bajo,Bajo,0,3,4,3,3,3,3,3,3,4,3,3,3,3,2,3,3,3,3,3,3,3,3,3,4,3,3,2,2,2,4,2.75,2.75,3.5,2.75
