ID_Estudiante,Universidad,Edad,Sexo,Semestre,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,A1_Interrupcion,A2_Desaprobados,A3_Retirados,A4,A5,A6,A7,A8,L1,L2,L3,L4,L5,L6,L7,L8,Calidad_Percibida,BC1,BC2,BC3,BC4,BT1,BT2,BT3,BT4,BP1,BP2,BP3,BP4,Flag_Inconsistencia,Score_Critico,Score_Tecnico,Score_Participativo,Score_AMI_Global,Riesgo_Total,A5_Dificultad_num,A6_Consideracion_Abandono_num,A7_Exigencia_num,A8_Retrasos_num,L1_num,L2_num,L3_num,L4_num,L5_num,L6_num,L7_num,L8_num,Score_Riesgo_Academico,Score_Riesgo_LMS,Score_Riesgo_Continuidad,Indice_Coherencia,Analisis_Cuali,Flag_Inconsistencia_IA
STU_0045,UNMSM,,,,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,5.0,5.0,3,3,3,3,3,2,2,2,3,2,No,Nunca,No,,2,2,2,2,2,3.0,3,3,2,3,3,3,,Sin respuesta.,Si existe inconsistencia en la información con otras informaciones.,"Con IA , videos .",Sin respuesta.,"IA ,videos .",IA ,Ia,Ia,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,False,4.3,3.7,2.6,3.533333333333333,0,3,3,3,3,2,3.0,3,3,2,3,3,3,2.0,2.75,2.0,,,False
STU_0046,UNMSM,,,,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,2.0,4.0,4.0,4,5,5,5,1,4,5,5,5,4,No,Nunca,No,,2,1,1,1,2,3.0,1,1,1,1,2,4,,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,False,4.1,3.5,4.3,3.966666666666667,0,3,3,3,3,2,3.0,1,1,1,1,2,4,2.0,1.875,2.0,,,False
STU_0047,UNMSM,,,,4.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,1.0,3.0,3.0,4.0,5.0,3,4,3,4,1,3,3,2,2,3,No,Nunca,No,,3,2,2,1,1,3.0,3,3,3,1,2,3,,"
Observo las dificultades que tienen otros estudiantes además di mi mismo al utilizar ciertas tecnologías en las sesiones de estudio, como problemas de conectividad, distracciones, falta de interaccion,etc.",Investigo y evalúo si la fuente de la información si es confiable o no.,Realizo un análisis si dichos supuestos o afirmaciones estan respaldadas por evidencias u resultaods.,"Considerando las opiniones, experiencias e investigaciones de distintos autores, estudiantes y profesionales sobre las tecnologías usadas en sesiones de estudio.","Mediante la revisión de artículos académicos, investigaciones, encuestas y fuentes confiables relacionadas con los temas tratados en sesiones de estudio.",Selecciono recursos digitales confiables y útiles según las necesidades académicas.,"Utilizo plataformas de comunicación, videoconferencias como google meet que facilitan la coordinación entre los integrantes del equipo.","Primero identifico cual es su causa y dependiendo a ello se le busca una solucion, ya sea problemas de conectividad, acceso a plataformas u compatibilidad con el software.","planifico según su prioridad y fecha de entrega, uso herramientas digitales como calendarios o recordatorios para distribuir el tiempo entre ellas","No participo de forma activa en ellas, sin embargo escucho y analizo las opiniones de los demas para comprender mejor.","Apoyo en la organización de la tarea u actividad, comparto información sobre el proyecto.","Expreso mis ideas de forma clara mediante espacios virtuales para compartir mi opiniones, información y aportes relacionados con el tema.",False,4.2,3.5,2.8,3.5,0,3,3,3,3,1,3.0,3,3,3,1,2,3,2.0,2.375,2.0,,,False
STU_0048,UNMSM,,,,4.0,4.0,5.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,5.0,5.0,4,4,4,4,2,4,4,4,4,4,No,Nunca,No,,2,1,4,2,4,3.0,3,3,4,4,4,4,,Busco aquello que no entiendo y cuando lo tengo claro pues sigo con mi trabajo. Para no estancarme en algo que no sepa ,Pues las verifico antes de explayar ,Pregunto por internet si la información es verídica y busco la fuente de origen ,Pues dependiendo de cuál es la que más beneficia a mi plan de estudio ,A través de internet ,Busco que tenga fuentes originarias confiables,Uso la IA o directamente el buscador google,Ahí si no sé cómo lo diría ,Pues tomo mis tiempos libres para avanzar ,Doy mi punto de vista y lo contrasto con la realidad ,Consulto que tema estamos llevando y cuáles son las variables para no salirme del tema ,Con claridad y yendo directo a la pregunta o tema ,False,4.0,3.9,3.8,3.9,1,3,3,3,3,4,3.0,3,3,4,4,4,4,2.0,3.625,2.0,,,False
STU_0049,UNI,,,,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5,5,5,5,1,5,5,5,5,5,No,En dos o más,No,,3,3,3,3,3,3.0,3,3,3,3,3,3,,cuando el profesor no es claro y tengo dudas con los temas tratados,"revisando, leyendo comparando",revisando informacion sobre el tema,Sin respuesta.,con busqueda en revistas articulos libros trabajos,revisando guias manuales,depende del tipo de proyecto,revisando guias,con horarios,en foros depende del curso,trabajando en equipo,soy muy transparente,True,4.6,4.6,4.6,4.6,1,3,3,3,3,3,3.0,3,3,3,3,3,3,2.0,3.0,2.0,,,False
STU_0050,UNMSM,,,,5.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4,4,3,4,2,3,3,4,4,4,No,Nunca,No,,1,2,2,2,2,3.0,2,2,2,2,3,2,,Analizando si cumple su función o solo me genera errores ,Con búsqueda de fuentes ,Con una introspección ,La valoración es por experiencia si cumple lo acepto sino lo rechazo ,Q través de informes o artículos ,A través de organizadores y uso de la inteligencia artificial ,Con elaboración y sistemacion de los procesos ,Viendo tutoriales o manuales de uso de duchas herramientas ,Priorizando mis actividades académico y trabajo ,Con foros,A través de diálogos y app de comunicación como WhatsApp ,A través de talleres ,False,4.3,3.8,3.5,3.8666666666666663,0,3,3,3,3,2,3.0,2,2,2,2,3,2,2.0,2.25,2.0,,,False
STU_0051,UNI,,,,4.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,1.0,2.0,2.0,5.0,4.0,2,4,2,5,1,5,2,4,4,4,No,Nunca,No,,2,2,4,2,5,3.0,2,4,4,2,4,2,,Usualmente mediante la observación y el análisis de datos para ver patrones que puedan tener un alto impacto ,"Primero analizo las fuentes de información y comparo para poder discernir, en ocasiones incluso el lenguaje o los sistemas métricos pueden influir en los resultados de alguna aplicación.","Trato de buscar evidencia que soporte los temas, y también ver si se uso el correcto método de investigación para tratar los temas.","Tratando de ser objetivos con la información académica presentada, entendiendo que los distintos enfoques aunque sean equivocados influyen para el desarrollo de nuevas alternativas de solución. ",Buscando fuentes confiables en revistas indexadas o en opiniones de expertos o profesores.,Con la tecnología y el uso de IA ahora la información fluye con rapidez y te permite encontrar recursos para organizarte y compilar la información de distintas fuentes para poder estudiar,"Usando herramientas como Trello,Jira donde se puede aplicar metodologías ágiles de gestión de proyectos con equipos múltiples ",Analizando primero las causas para poder mediante prueba y error alcanzar una solución ,Hay herramientas que te organizan el plan de estudios e incluso los horarios,Sin respuesta.,Por medio de herramientas digitales,No suelo expresar mucho las ideas en foros pero en clase o en el trabajo es posible enviar enlaces de información con nuestros propios comentarios,False,3.4,3.3,3.3,3.333333333333333,0,3,3,3,3,5,3.0,2,4,4,2,4,2,2.0,3.25,2.0,,,False
STU_0052,UNI,,,,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5,5,5,5,1,5,5,5,5,5,No,Nunca,No,,5,5,5,5,5,3.0,5,5,5,5,5,5,,Con IA ,Detalladamente ,Con eficiencia ,De acuerdo a lo aprendido ,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,True,4.6,4.6,4.6,4.6,1,3,3,3,3,5,3.0,5,5,5,5,5,5,2.0,4.75,2.0,,,False
STU_0053,UNI,,,,4.0,4.0,5.0,5.0,4.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,2.0,5.0,5.0,4.0,4.0,5,5,4,4,1,5,5,4,4,4,No,Nunca,No,,2,2,2,1,1,3.0,2,1,1,4,4,1,,"Identifico problemas relevantes en mi área de estudio observando situaciones que afectan el desempeño, la eficiencia o la satisfacción de las personas. También analizo información, experiencias y necesidades actuales para reconocer aspectos que pueden mejorarse.","Analizo críticamente la información recibida comparando diferentes fuentes, verificando si son confiables y evaluando si los argumentos presentados tienen lógica y evidencia suficiente.","Cuestiono los supuestos de los temas tratados realizando preguntas, buscando otras interpretaciones y analizando si las ideas planteadas tienen fundamentos sólidos o pueden ser debatidas.","Valoro diferentes perspectivas en el análisis académico porque permiten comprender mejor un tema, ampliar el conocimiento y llegar a conclusiones más objetivas y completas.","Busco evidencias para sustentar mis opiniones consultando fuentes confiables, artículos, investigaciones y ejemplos relacionados con el tema, para respaldar mis argumentos con información verificable.","Gestiono eficientemente recursos digitales organizando archivos, utilizando plataformas virtuales de aprendizaje y aprovechando herramientas tecnológicas para acceder rápidamente a información y materiales de estudio.","Utilizo herramientas tecnológicas para colaborar en proyectos mediante aplicaciones de comunicación, documentos compartidos y plataformas virtuales que facilitan el trabajo en equipo y el intercambio de información.","Resuelvo problemas técnicos en entornos virtuales identificando la causa del problema, buscando soluciones en manuales o internet y aplicando pasos prácticos para solucionar errores de manera eficiente.","Organizo mi tiempo estableciendo horarios, prioridades y metas para cada actividad académica, lo que me permite cumplir con mis responsabilidades de manera ordenada y eficiente.","Organizo mi tiempo estableciendo horarios, prioridades y metas para cada actividad académica, lo que me permite cumplir con mis responsabilidades de manera ordenada y eficiente.","Colaboro con mis compañeros en proyectos grupales cumpliendo mis responsabilidades, manteniendo una buena comunicación y apoyando en la organización y desarrollo de las tareas.","Expreso mis ideas en espacios virtuales de manera clara, respetuosa y organizada, utilizando herramientas digitales para comunicar opiniones y compartir información de forma efectiva.",False,4.2,4.3,4.1,4.2,0,3,3,3,3,1,3.0,2,1,1,4,4,1,2.0,2.125,2.0,,,False
STU_0054,UNI,,,,4.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4,4,3,5,1,5,5,5,5,5,No,Nunca,No,,3,3,3,3,3,3.0,3,3,3,3,3,3,,"Identifico los problemas relevantes observando las necesidades del entorno, analizando casos reales y revisando información actualizada relacionada con mi área de estudio. También considero las dificultades frecuentes que afectan a las personas o instituciones para encontrar temas importantes que requieran solución.","Analizo críticamente la información comparando diferentes fuentes, verificando su confiabilidad y evaluando si los datos presentados tienen evidencia suficiente. Además, reflexiono sobre la coherencia de la información y sus posibles implicancias antes de aceptar una conclusión.","Cuestiono los supuestos realizando preguntas, buscando argumentos alternativos y evaluando si las ideas planteadas se basan en hechos comprobables. También considero diferentes contextos y opiniones para evitar aceptar información sin un análisis previo.","Valoro diferentes perspectivas porque permiten comprender los temas de manera más amplia y objetiva. Escuchar y analizar opiniones diversas ayuda a enriquecer el aprendizaje, fortalecer el pensamiento crítico y encontrar soluciones más completas a los problemas estudiados.","Busco evidencias revisando fuentes confiables como libros, artículos académicos, páginas especializadas y casos reales. También comparo información de diferentes autores para tener una opinión más fundamentada y objetiva.","Gestiono los recursos digitales organizando la información en carpetas, utilizando plataformas educativas y aprovechando herramientas tecnológicas para acceder rápidamente a materiales de estudio. Además, priorizo fuentes confiables y mantengo un horario de aprendizaje constante.","Utilizo herramientas tecnológicas como plataformas virtuales, aplicaciones de mensajería y documentos compartidos para comunicarme y trabajar en equipo. Estas herramientas facilitan la organización de tareas, el intercambio de ideas y la coordinación entre los integrantes del proyecto.","Resuelvo problemas técnicos identificando primero la causa del inconveniente, buscando información o tutoriales y aplicando soluciones paso a paso. Si el problema continúa, solicito apoyo técnico o consulto con personas que tengan mayor experiencia en el tema.",Organizo mi tiempo estableciendo prioridades y creando horarios para distribuir adecuadamente mis actividades académicas. También trato de cumplir metas diarias y evitar la procrastinación para mantener un buen rendimiento.,"Participo activamente expresando mis opiniones, realizando preguntas y aportando ideas relacionadas con el tema tratado. Además, escucho con respeto las opiniones de los demás para enriquecer el intercambio de conocimientos.","Colaboro con mis compañeros compartiendo responsabilidades, aportando ideas y manteniendo una buena comunicación durante el desarrollo del proyecto. También procuro cumplir con las tareas asignadas para contribuir al logro de los objetivos grupales.","Expreso mis ideas de manera clara y respetuosa, utilizando un lenguaje adecuado y organizado. Además, procuro argumentar mis opiniones con fundamentos y participar de forma activa en las plataformas virtuales.",False,3.6,3.3,4.2,3.7,0,3,3,3,3,3,3.0,3,3,3,3,3,3,2.0,3.0,2.0,,,False
STU_0055,UNI,,,,2.0,5.0,5.0,4.0,3.0,2.0,5.0,3.0,4.0,5.0,4.0,3.0,4.0,2.0,1.0,1.0,5.0,1.0,2.0,3.0,3,4,3,5,2,5,3,3,3,4,No,Nunca,No,,4,1,4,5,2,3.0,4,1,5,1,3,2,,Evaluo si se puede optimizar o cambiar un proceso,Verifico su fuente y alguna otra con alguna postura distinta,Investigo si es aplicable,Cada una con el mismo peso,En repositorios de caracter academicos,Los organizo por la función y utilidad,Las herramientas permiten coordinar ideas y equipos de trabajo,Investigo el error con ayuda de foros o IA,Con google calendar,No participo activamente,"Mediante llamadas, Jira y github",Normalmente mediante chat,False,3.8,2.6,3.5,3.3,0,3,3,3,3,2,3.0,4,1,5,1,3,2,2.0,2.625,2.0,,,False
STU_0056,UNI,,,,4.0,2.0,5.0,5.0,3.0,3.0,4.0,5.0,2.0,5.0,3.0,5.0,4.0,2.0,4.0,1.0,5.0,3.0,4.0,3.0,2,4,2,5,2,1,4,1,4,1,No,Nunca,No,,1,1,4,2,5,3.0,4,5,5,2,5,1,,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,False,3.8,3.4,2.6,3.2666666666666666,1,3,3,3,3,5,3.0,4,5,5,2,5,1,2.0,3.75,2.0,,,False
STU_0057,UNI,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,2,4,2,4,2,2,4,4,4,2,No,Nunca,No,,2,2,2,2,2,3.0,2,1,2,2,2,3,,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,False,4.0,3.6,3.0,3.533333333333333,0,3,3,3,3,2,3.0,2,1,2,2,2,3,2.0,2.125,2.0,,,False
STU_0058,UNI,,,,3.0,4.0,5.0,5.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,4.0,4,3,3,3,2,3,3,3,5,3,No,Nunca,No,,4,4,3,3,4,3.0,3,4,5,2,3,4,,Busco puntls de vista sobre el tema o problema,Intento buscar diferentes perspectivas sobre el tema,Buscando informacion sobre el tema por mi cuenta,Son buenos porque ayudan a mejorar,"Internet, paginas confiables, IA",Uso los recursos dados por la universidad,Sin respuesta.,Contactando a soporte,Dos horas por curso,Informandome antes de ir a clases,Intercambiando opiniones,"Usando las herramientas, levantar la mano, chat, prendiendo el micro",False,3.4,3.1,3.2,3.2333333333333334,0,3,3,3,3,4,3.0,3,4,5,2,3,4,2.0,3.5,2.0,,,False
STU_0059,UNI,,,,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,3.0,1.0,5.0,3.0,2.0,5.0,4,4,4,4,1,5,5,5,5,5,No,Nunca,No,,1,1,1,1,1,3.0,4,3,3,4,3,3,,Con la comunicación en equipo y contrastando opiniones,Con ayuda de tecnologia para validar,Con lluvia de ideas y rebuscando o comparando ,"Con la ayuda de tecnologias o con mis compañeros, retroalimentación ",A través de internet de preferencia de repositorios o articulos ,Con ayuda de planificacion con apps o plataformas,Suelo utilizar herramientas para crear diseños o para calculos,Con ayuda de tecnologías o ia que ayudan a entender mejor,Suelo organizarme de manera semanal acorde a horarios de trabajo o tareas pendientes por cada curso,En clase participando dando opiniones cuando el profesor lo pide o al momento de realizar actividades grupales con lluvia de ideas,Con opinion o tambien en la práctica con las herramientas que usamos e incluso dando sugerencias de mejora,A través de mensajes o si es en vivo con plataformas levanto la mano e interactuo,False,4.7,3.6,4.2,4.166666666666667,0,3,3,3,3,1,3.0,4,3,3,4,3,3,2.0,3.0,2.0,,,False
STU_0060,UNI,,,,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,2,3,3,2,4,2,3,3,2,4,No,En un Curso,No,,4,3,3,4,3,3.0,4,5,3,4,3,3,,me centro en probar una y otra vez hasta ver mis errores,lo corroboro con videos de YouTube y utilizo distintas ias,con videos de YouTube e ias,conversando con personas que saben del tema y/o lo debato con mis compañeros,Con documentos trabajados formalmente o comprando haciéndolo yo,"Organiza todo en un solo lugar, etiqueta por temas y borra lo que ya no te sirva. Menos es más.","Usa plataformas en la nube para editar archivos en tiempo real, tableros tipo Kanban para asignar tareas y canales de chat específicos para no mezclar temas. Todo centralizado y a la mano.","Identifica el error en los logs, busca soluciones en foros especializados (como Stack Overflow o GitHub) y aplica cambios en un entorno de pruebas antes de pasarlos a producción. Si nada funciona, reinicia servicios o revierte a la última versión estable.","Usa una agenda para priorizar tareas por entrega, bloquea horas específicas de estudio sin distracciones y alterna descansos cortos para no saturarte. Lo ideal es avanzar un poco cada día.","Escucha con atención, fundamenta tus argumentos con datos y haz preguntas abiertas para profundizar. La clave es aportar valor sin miedo a debatir con respeto.","Divide las tareas según las fortalezas de cada uno, mantén una comunicación constante por chat y asegúrate de que todos tengan acceso a los archivos compartidos para trabajar en tiempo real.","Escribe de forma clara y concisa, usa formatos visuales como listas o negritas para resaltar lo importante y adapta siempre el tono al canal que estés usando. No olvides interactuar con los demás para que sea un diálogo y no un monólogo.",False,2.3,3.3,2.8,2.8,0,3,3,3,3,3,3.0,4,5,3,4,3,3,2.0,3.5,2.0,,,False
STU_0061,UNI,,,,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,3.0,5.0,5.0,4,5,5,5,1,3,5,5,5,5,Sí,Nunca,No,,5,1,1,1,1,3.0,1,1,1,1,1,5,,A través del análisis y la investigación,Identificando y contrastando las fuentes de información,"Buscando fuentes bibliográficas, investigación y estudios con alta fiabilidad. ",Contrastando las diferentes perspectivas con información bibliográfica. ,"A través de investigación, artículos académicos.","A través de plataformas digitales, inteligencia artificial y otros.","Para la realización de presentaciones, organización de información, organizadores de fuentes bibliográficas, y otros.","Investigando en internet, usando la inteligencia artificial, explorando la plataforma y otros.",A través de la aplicación de google calendars y notion. ,"Asistiendo a ponencias, charlas y otros. ","A través de herramientas compartidas mediante la nube, google drive, y otros.","A través de foros de discusión, plataformas especializadas. ",False,4.7,4.4,4.3,4.466666666666667,1,3,3,3,3,1,3.0,1,1,1,1,1,5,2.5,1.75,4.0,,,False
STU_0062,UNI,,,,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,3,4,3,4,2,4,4,4,4,4,No,Nunca,No,,4,2,3,4,3,3.0,3,4,3,3,3,3,,"cuando no se cumple con la totalidad del silabo, y no se logra las metas y objetivos planteados",utilizo herramientas de IA con verificación en fuentes confiables,"mediante un análisis crítico y reflexivo, considerando distintas perspectivas teóricas y prácticas","el analisis en diferentes perspectivas sirve para mejorar los trabajos, identificar problemas y plantear mejor una solucion","Busco evidencias mediante la consulta de fuentes académicas, artículos científicos, libros, bases de datos y documentos confiables.","Gestiono los recursos digitales organizando la información en plataformas y herramientas tecnológicas, estableciendo prioridades y utilizando aplicaciones para almacenar, clasificar y acceder rápidamente a contenidos relevantes","Utilizo herramientas tecnológicas como plataformas colaborativas, videoconferencias, almacenamiento en la nube y aplicaciones de gestión de proyectos para compartir información","Resuelvo problemas técnicos identificando primero la causa del inconveniente, buscando soluciones en manuales, tutoriales o foros especializados y aplicando procedimientos de prueba y verificación",Organizo mi tiempo estableciendo prioridades y planificando mis actividades mediante cronogramas y agendas.,"Participo activamente aportando ideas, realizando preguntas y compartiendo opiniones fundamentadas en información y experiencias previas","Colaboro con mis compañeros manteniendo una comunicación clara y constante, compartiendo responsabilidades y apoyando en la resolución de tareas y dificultades","Expreso mis ideas de manera clara, respetuosa y organizada, utilizando un lenguaje adecuado al contexto académico.",False,3.5,3.2,3.6,3.433333333333333,0,3,3,3,3,3,3.0,3,4,3,3,3,3,2.0,3.125,2.0,,,False
STU_0063,UNI,,,,4.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,5.0,4.0,4.0,4.0,2.0,4.0,1.0,4.0,2.0,2.0,4.0,3,4,4,5,2,3,4,4,4,4,No,Nunca,No,,3,2,3,4,1,3.0,4,4,2,4,4,4,,Generalmente observando y a través de la experiencia y de la investigación,Investigo más sobre el tema y la contrasto la información recibida ,Investigo más para llegar a una conclusión propia ,Trato de tomar de todas las perspectivas las ideas centrales e investigar más para llegar a conclusiones propias,Uso herramientas como perplexity para buscar fuentes académicas y verifico la información ,Sin respuesta.,"Herramientas colaborativas como Google meet para reuniones y notion para la gestión, también GitHub para proyectos en equipo","Busco como solucionar el problema en Youtube o fotos, y también usando IA",Generalmente armo un horario pero no siempre puedo cumplirlo,En clase o en servidores de discord dedicados a estudiantes de ciberseguridad ,"Aporto ideas , escucho ideas y doy mi opinión sobre ellas. También suelo tomar la palabra para avanzar los proyectos ",De manera oral o armando un boceto de mi idea,False,3.9,3.1,3.7,3.566666666666667,0,3,3,3,3,1,3.0,4,4,2,4,4,4,2.0,3.25,2.0,,,False
STU_0064,UNI,,,,4.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4,3,3,4,2,4,3,4,3,3,No,Nunca,No,,2,2,2,2,2,3.0,2,2,2,2,2,2,,"Evaluando en las empresas, negocios u organizaciones si hay formas de optimizar sus procesos con tecnologías de la información","Lo evalúo segun su fuente, ya sea su editorial, página web o la persona que da la información",evaluando si son aplicables en la vida laboral,conversando con colegas o profesores que sepan del tema,busco en internet editoriales o páginas web de entidades importantes o expertas en el tema,"herramientas como la inteligencia artificial facilita la búsqueda de artículos o fuentes académicas confiables a las cuales, ya revisandolo yo mismo, me sirven para estudiar","existen herramientas para realizar documentación, diapositivas, registros y otras acciones más específicas de mi carrera, como la programación, de manera colaborativa y de manera gratuita","si con problemas técnicos se refiere a las herramientas que uso para el estudio y trabajo, generalmente espero a que alguien experto lo resuelva","procuro listar mis actividades segun la importancia, el tiempo límite y la complejidad y realizo los trabajos más importantes o urgentes primero",respondiendo a preguntas de los docentes o discutimos entre compañeros las materias que hemos estudiado,"con software especializado para el trabajo colaborativo, como las herramientas de google, canva, entre otras, además de que nos coordinamos por medio de redes sociales como Whatsapp",Escribiendo mis opiniones en la red social pertinente,False,3.6,3.6,3.3,3.5,0,3,3,3,3,2,3.0,2,2,2,2,2,2,2.0,2.125,2.0,,,False
STU_0065,UNI,,,,4.0,4.0,5.0,3.0,3.0,2.0,5.0,3.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,2,4,1,4,3,1,3,2,2,1,No,Nunca,No,,2,1,1,2,1,3.0,2,4,4,4,3,1,,Si a futuro tiene repercusión en mi ámbito laboral.,"Primero verifico si la informacion va deacuerdo al tema, luego verifico la informacion, despues si la informacion recibida es detallado o simple.","si en el sistema es: funcional, escalable, seguro, facil de usar",comparando o discutiendo perspectivas con compañeros,buscando informacion verificada acerca del tema,mediante a la busqueda de informacion y a la sintesis de ello,mas que todo en la busqueda de informacion de diversas fuentes,"primero identifico, luego evaluo, despues planteo, y finalmente resuelvo","le dedico de 2 a 4 horas segun sea la tarea asignada
",compartiendo ideas con mis compañeros y discutiendo opciones o alternativas,"proponiendo ideas, y gestionando la distribucion del trabajo",mediante foros,False,3.6,2.9,2.3,2.933333333333333,0,3,3,3,3,1,3.0,2,4,4,4,3,1,2.0,2.75,2.0,,,False
STU_0066,UNI,,,,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,4.0,3,4,2,5,2,2,3,3,4,2,No,En un Curso,No,,3,1,2,2,1,3.0,2,2,3,4,2,3,,"primero hago una observación general y reviso bibliografía, después analizo el caso de manera critica",cuestiono la validez y reviso los temas a profundidad,al confirmar validez podemos saber si tiene valor o no mediante la bibliografía,comparar y analizar diferentes puntos de vista para tener un mejor análisis,"depende el tiempo, buscar repositorios, fuentes confiables o sino en una ia que me busque informacion pero que solo me de de fuentes confiables ",se debe investigar de mejor maner como gestionar los recursos que nos dan por ejemplo pag web o ias que nos ayudan al aprendizaje,"mediante búsqueda en repositorios o fuentes confiables, o sino con un buen prompt que tenga contexto, idea, y lo que se búsqueda para ponerlo al buscador o ai","no resuelvo problemas solo reporto y doy posible solucion
",hago espacio dentro del día para poder hacer mis actividades y darme el tiempo que sea necesario para terminas mis actividades académicas,"cuando hay grupos, se genera discusiones sobre el tema y ahi nos escuchamos y entre todos las opciones escogemos la mejor","cada uno tiene tiempo de hablar y dar sus opiniones, se respeta y se escoge la mejor o en el camino surge otra mejor opcion de mejora.",dejando mi opinión en el espacio virtual,False,3.7,3.2,3.0,3.3,0,3,3,3,3,1,3.0,2,2,3,4,2,3,2.0,2.5,2.0,,,False
STU_0067,UNI,,,,4.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,5.0,5.0,4.0,4.0,2.0,2.0,1.0,4.0,1.0,4.0,5.0,2,5,2,4,2,2,4,3,2,2,No,Nunca,No,,2,1,2,2,2,3.0,2,3,4,2,3,2,,Observando y analizando,Uso el sentido comun o comparo con revistas academicas,Lo valido con informacion en internet,Tomo en cuenta todos los puntos de vista,Me ayudo de la IA,Pago por el servicio de una IA,"Las uso mucho, especialmente inteligencias artificiales",Los soluciono solo o busco ayuda en internet,Trato de terminar mis pendientes 3 o 4 días antes de la entrega,No suelo participar,Nos repartimos las actividades,Por chat grupales,False,3.5,3.2,2.8,3.1666666666666665,0,3,3,3,3,2,3.0,2,3,4,2,3,2,2.0,2.625,2.0,,,False
STU_0068,UNMSM,,,,4.0,2.0,5.0,3.0,2.0,1.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,4,4,3,4,2,2,4,4,4,4,No,En un Curso,No,,2,2,2,2,3,3.0,2,3,4,3,3,2,, , , , , , ,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,False,3.2,3.6,3.5,3.433333333333333,0,3,3,3,3,3,3.0,2,3,4,3,3,2,2.0,2.875,2.0,,,False
